Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","147","Namibia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20142016","2014-2016","%","14.8","F","FAO estimate",""
"FS","Suite of Food Security Indicators","147","Namibia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20152017","2015-2017","%","12.8","F","FAO estimate",""
"FS","Suite of Food Security Indicators","147","Namibia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20162018","2016-2018","%","13.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","147","Namibia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","14.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","148","Nauru","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20002002","2000-2002","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","148","Nauru","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20012003","2001-2003","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","148","Nauru","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20022004","2002-2004","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","148","Nauru","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20032005","2003-2005","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","148","Nauru","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20042006","2004-2006","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","148","Nauru","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20052007","2005-2007","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","148","Nauru","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20062008","2006-2008","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","148","Nauru","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20072009","2007-2009","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","148","Nauru","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20082010","2008-2010","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","148","Nauru","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20092011","2009-2011","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","148","Nauru","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20102012","2010-2012","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","148","Nauru","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20112013","2011-2013","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","148","Nauru","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20122014","2012-2014","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","148","Nauru","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20132015","2013-2015","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","148","Nauru","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20142016","2014-2016","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","148","Nauru","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20152017","2015-2017","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","148","Nauru","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20162018","2016-2018","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","148","Nauru","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","149","Nepal","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20002002","2000-2002","%","23.6","F","FAO estimate",""
"FS","Suite of Food Security Indicators","149","Nepal","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20012003","2001-2003","%","21.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","149","Nepal","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20022004","2002-2004","%","19.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","149","Nepal","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20032005","2003-2005","%","17.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","149","Nepal","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20042006","2004-2006","%","16.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","149","Nepal","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20052007","2005-2007","%","16","F","FAO estimate",""
"FS","Suite of Food Security Indicators","149","Nepal","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20062008","2006-2008","%","15","F","FAO estimate",""
"FS","Suite of Food Security Indicators","149","Nepal","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20072009","2007-2009","%","13.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","149","Nepal","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20082010","2008-2010","%","11.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","149","Nepal","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20092011","2009-2011","%","9.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","149","Nepal","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20102012","2010-2012","%","8.4","F","FAO estimate",""
"FS","Suite of Food Security Indicators","149","Nepal","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20112013","2011-2013","%","7.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","149","Nepal","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20122014","2012-2014","%","6.6","F","FAO estimate",""
"FS","Suite of Food Security Indicators","149","Nepal","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20132015","2013-2015","%","6.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","149","Nepal","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20142016","2014-2016","%","6.4","F","FAO estimate",""
"FS","Suite of Food Security Indicators","149","Nepal","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20152017","2015-2017","%","6","F","FAO estimate",""
"FS","Suite of Food Security Indicators","149","Nepal","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20162018","2016-2018","%","6","F","FAO estimate",""
"FS","Suite of Food Security Indicators","149","Nepal","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","6.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","150","Netherlands","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20002002","2000-2002","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","150","Netherlands","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20012003","2001-2003","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","150","Netherlands","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20022004","2002-2004","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","150","Netherlands","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20032005","2003-2005","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","150","Netherlands","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20042006","2004-2006","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","150","Netherlands","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20052007","2005-2007","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","150","Netherlands","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20062008","2006-2008","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","150","Netherlands","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20072009","2007-2009","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","150","Netherlands","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20082010","2008-2010","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","150","Netherlands","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20092011","2009-2011","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","150","Netherlands","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20102012","2010-2012","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","150","Netherlands","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20112013","2011-2013","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","150","Netherlands","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20122014","2012-2014","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","150","Netherlands","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20132015","2013-2015","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","150","Netherlands","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20142016","2014-2016","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","150","Netherlands","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20152017","2015-2017","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","150","Netherlands","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20162018","2016-2018","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","150","Netherlands","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","153","New Caledonia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20002002","2000-2002","%","8.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","153","New Caledonia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20012003","2001-2003","%","8.8","F","FAO estimate",""
"FS","Suite of Food Security Indicators","153","New Caledonia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20022004","2002-2004","%","9.2","F","FAO estimate",""
"FS","Suite of Food Security Indicators","153","New Caledonia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20032005","2003-2005","%","9.6","F","FAO estimate",""
"FS","Suite of Food Security Indicators","153","New Caledonia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20042006","2004-2006","%","9.6","F","FAO estimate",""
"FS","Suite of Food Security Indicators","153","New Caledonia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20052007","2005-2007","%","9.6","F","FAO estimate",""
"FS","Suite of Food Security Indicators","153","New Caledonia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20062008","2006-2008","%","9.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","153","New Caledonia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20072009","2007-2009","%","9.2","F","FAO estimate",""
"FS","Suite of Food Security Indicators","153","New Caledonia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20082010","2008-2010","%","9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","153","New Caledonia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20092011","2009-2011","%","8.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","153","New Caledonia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20102012","2010-2012","%","8.2","F","FAO estimate",""
"FS","Suite of Food Security Indicators","153","New Caledonia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20112013","2011-2013","%","8.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","153","New Caledonia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20122014","2012-2014","%","7.8","F","FAO estimate",""
"FS","Suite of Food Security Indicators","153","New Caledonia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20132015","2013-2015","%","7.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","153","New Caledonia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20142016","2014-2016","%","8.2","F","FAO estimate",""
"FS","Suite of Food Security Indicators","153","New Caledonia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20152017","2015-2017","%","8.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","153","New Caledonia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20162018","2016-2018","%","8.6","F","FAO estimate",""
"FS","Suite of Food Security Indicators","153","New Caledonia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","8.2","F","FAO estimate",""
"FS","Suite of Food Security Indicators","156","New Zealand","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20002002","2000-2002","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","156","New Zealand","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20012003","2001-2003","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","156","New Zealand","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20022004","2002-2004","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","156","New Zealand","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20032005","2003-2005","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","156","New Zealand","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20042006","2004-2006","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","156","New Zealand","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20052007","2005-2007","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","156","New Zealand","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20062008","2006-2008","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","156","New Zealand","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20072009","2007-2009","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","156","New Zealand","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20082010","2008-2010","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","156","New Zealand","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20092011","2009-2011","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","156","New Zealand","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20102012","2010-2012","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","156","New Zealand","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20112013","2011-2013","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","156","New Zealand","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20122014","2012-2014","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","156","New Zealand","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20132015","2013-2015","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","156","New Zealand","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20142016","2014-2016","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","156","New Zealand","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20152017","2015-2017","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","156","New Zealand","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20162018","2016-2018","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","156","New Zealand","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","157","Nicaragua","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20002002","2000-2002","%","27.6","F","FAO estimate",""
"FS","Suite of Food Security Indicators","157","Nicaragua","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20012003","2001-2003","%","25.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","157","Nicaragua","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20022004","2002-2004","%","25","F","FAO estimate",""
"FS","Suite of Food Security Indicators","157","Nicaragua","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20032005","2003-2005","%","24.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","157","Nicaragua","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20042006","2004-2006","%","23.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","157","Nicaragua","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20052007","2005-2007","%","22.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","157","Nicaragua","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20062008","2006-2008","%","21.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","157","Nicaragua","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20072009","2007-2009","%","21.2","F","FAO estimate",""
"FS","Suite of Food Security Indicators","157","Nicaragua","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20082010","2008-2010","%","20.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","157","Nicaragua","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20092011","2009-2011","%","20.2","F","FAO estimate",""
"FS","Suite of Food Security Indicators","157","Nicaragua","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20102012","2010-2012","%","19.2","F","FAO estimate",""
"FS","Suite of Food Security Indicators","157","Nicaragua","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20112013","2011-2013","%","17.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","157","Nicaragua","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20122014","2012-2014","%","18.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","157","Nicaragua","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20132015","2013-2015","%","18.8","F","FAO estimate",""
"FS","Suite of Food Security Indicators","157","Nicaragua","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20142016","2014-2016","%","19","F","FAO estimate",""
"FS","Suite of Food Security Indicators","157","Nicaragua","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20152017","2015-2017","%","18.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","157","Nicaragua","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20162018","2016-2018","%","17.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","157","Nicaragua","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","17.2","F","FAO estimate",""
"FS","Suite of Food Security Indicators","158","Niger","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20002002","2000-2002","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","158","Niger","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20012003","2001-2003","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","158","Niger","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20022004","2002-2004","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","158","Niger","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20032005","2003-2005","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","158","Niger","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20042006","2004-2006","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","158","Niger","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20052007","2005-2007","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","158","Niger","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20062008","2006-2008","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","158","Niger","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20072009","2007-2009","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","158","Niger","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20082010","2008-2010","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","158","Niger","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20092011","2009-2011","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","158","Niger","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20102012","2010-2012","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","158","Niger","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20112013","2011-2013","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","158","Niger","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20122014","2012-2014","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","158","Niger","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20132015","2013-2015","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","158","Niger","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20142016","2014-2016","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","158","Niger","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20152017","2015-2017","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","158","Niger","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20162018","2016-2018","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","158","Niger","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","159","Nigeria","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20002002","2000-2002","%","9.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","159","Nigeria","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20012003","2001-2003","%","9.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","159","Nigeria","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20022004","2002-2004","%","8.8","F","FAO estimate",""
"FS","Suite of Food Security Indicators","159","Nigeria","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20032005","2003-2005","%","8.2","F","FAO estimate",""
"FS","Suite of Food Security Indicators","159","Nigeria","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20042006","2004-2006","%","7.4","F","FAO estimate",""
"FS","Suite of Food Security Indicators","159","Nigeria","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20052007","2005-2007","%","7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","159","Nigeria","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20062008","2006-2008","%","6.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","159","Nigeria","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20072009","2007-2009","%","7.2","F","FAO estimate",""
"FS","Suite of Food Security Indicators","159","Nigeria","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20082010","2008-2010","%","7.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","159","Nigeria","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20092011","2009-2011","%","7.4","F","FAO estimate",""
"FS","Suite of Food Security Indicators","159","Nigeria","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20102012","2010-2012","%","7.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","159","Nigeria","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20112013","2011-2013","%","7.6","F","FAO estimate",""
"FS","Suite of Food Security Indicators","159","Nigeria","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20122014","2012-2014","%","8.6","F","FAO estimate",""
"FS","Suite of Food Security Indicators","159","Nigeria","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20132015","2013-2015","%","9.8","F","FAO estimate",""
"FS","Suite of Food Security Indicators","159","Nigeria","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20142016","2014-2016","%","11.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","159","Nigeria","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20152017","2015-2017","%","12","F","FAO estimate",""
"FS","Suite of Food Security Indicators","159","Nigeria","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20162018","2016-2018","%","11.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","159","Nigeria","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","12.6","F","FAO estimate",""
"FS","Suite of Food Security Indicators","160","Niue","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20002002","2000-2002","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","160","Niue","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20012003","2001-2003","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","160","Niue","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20022004","2002-2004","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","160","Niue","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20032005","2003-2005","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","160","Niue","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20042006","2004-2006","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","160","Niue","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20052007","2005-2007","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","160","Niue","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20062008","2006-2008","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","160","Niue","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20072009","2007-2009","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","160","Niue","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20082010","2008-2010","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","160","Niue","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20092011","2009-2011","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","160","Niue","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20102012","2010-2012","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","160","Niue","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20112013","2011-2013","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","160","Niue","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20122014","2012-2014","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","160","Niue","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20132015","2013-2015","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","160","Niue","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20142016","2014-2016","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","160","Niue","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20152017","2015-2017","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","160","Niue","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20162018","2016-2018","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","160","Niue","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","154","North Macedonia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20002002","2000-2002","%","7.6","F","FAO estimate",""
"FS","Suite of Food Security Indicators","154","North Macedonia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20012003","2001-2003","%","7.6","F","FAO estimate",""
"FS","Suite of Food Security Indicators","154","North Macedonia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20022004","2002-2004","%","5.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","154","North Macedonia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20032005","2003-2005","%","5.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","154","North Macedonia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20042006","2004-2006","%","5","F","FAO estimate",""
