TweetID,TimeOfDay,Tweet
2987,17,Presidential Cycle Average Monthly Market Returns - Year 4 of Term... http://t.co/zWHdgIpK
2988,2,"Said it earlier in a thread here, but these Jaguars really remind me a lot of the Marinelli-era Lions. Good people, bad football."
2989,14,"Concentrating on your chores can be challenging today, but you... More for Taurus http://t.co/C98nKCX3i8"
2990,3,Thinking about doing volleyball this year but then and I wanna cheer \n Rt : volleyball \nFav. Cheer
2991,21,It's been such a good day. @ Carpenter Farms https://t.co/p1Fnbrgh2j
2992,18,Is it even Sunday if there isn't hockey?! ’Ê_’ü’
2993,12,Carve out some time to uncover the hidden meanings behind the ... More for Virgo http://t.co/GgYN0rnRXL
2994,12,"Your best ideas could run into trouble today, as if reality is... More for Aquarius https://t.co/8lQ8gPJAwI"
2995,15,ryley told me she just tried to picture me running and she pictured a midget _ thanks
2996,1,Man oh man was today's workout crazy! #crossfit #badger2.0
2997,2,"@FluttersCl0p *he nodded and walked inside, looking around her home as he did before moving aside for her to enter*"
2998,10,"I'm at Anytime Fitness (3144 12 Mile, Coolidge Hwy, Berkley). http://4sq.com/c8wMY6"
2999,19,You know I ain't got the juice ’Ê_’ü_’Ê_’ü_’Ê_’ü_’Ê_’ü_ @ Life Time Fitness https://t.co/aWew5KS283
3000,18,Always running to twitter’Ê_’ü‚’Ê_’ü‚’Ê_’ü‚’Ê_’±_’Ê_’À_’Ê_’±_’Ê_’À_
3001,3,U just walk out on me. I should be the one leaving not you :/  such a shitty feeling
3002,15,"Mom Thinks Dad &amp; Daughter Are Cooking Breakfast - When She Sees THIS, She's Knocked Breathless\n\n https://t.co/OPBpkRFApd"
3003,1,@TigersMLive it's a shame it took till June and batting .200 for Iglesias to start hustling! Was not doing this April/May.
3004,1,"MHSAA Football District Final: \nOak Park 26, University of Detroit Jesuit 17"
3005,17,"I'm at St. Clair Board Walk (St Clair, MI) http://t.co/dXglXHpM"
3006,17,@lisapbj Thanks Lisa!  I get asked all the time where I got that painting.
3007,21,Obviously a huge baseball fan right here https://t.co/rETc2J9Sof
3008,0,Chef Willis is da bomb
3009,13,Flannery saw I was petting clementine and put a stop to it by dragging wrestling my hand away. She then began to vigorously lick me
3010,15,"#Physician #Job in #GardenCity , MI: Director of Nursing - Med/Surg/Critical Care at Garden City Hospital http://t.co/gRGLIodbxq"
3011,3,ONE MONTH until fantasy football draft!!! let me know if you know a girl whose interested in joining. #truelove #WAFFL
3012,13,"I'm at Fitness 19 (595 E 13 Mile Rd, at Rochester Rd, Royal Oak) http://4sq.com/qrsiDX"
3013,2,@KembaWalker Check out the REAL BASKETBALL making smarter athletes featured on ESPN http://t.co/Vhj0qyBQcb
3014,6,The universe is spinning in a pointless vortex.
3015,23,Washing dishes _
3016,14,*Mid-Season Special: Only $64 (Save $30!) IM70.3 for Beginners + Swim Faster in 30 Days https://t.co/aTHdbbSgEr https://t.co/wpy0GZZAkA
3017,19,#VictorValdes is the #worstgoalie in soccer
3018,7,My freaking feet hurt... Damn ice skates
3019,20,First: I was like oh she a dance major and she look stuck up Then: I was like she not stuck up at alk she co http://t.co/aqIRuLz1
3020,10,The people at the gym at 6am on a Friday are very different from the afternoon crowd
3021,18,Bowling night in the Drain! #TuesdayBoozeday
3022,16,I should almost be a fishing guide
3023,5,@NickyLappyD ill swing by sometime I work in Dearborn
3024,15,Hoes ain't go know who to choose when we pull up
3025,3,I need to start working out more so I'm not this injured man.
3026,2,My legs hurt from walking all over D.C. today. #old #outofshape
3027,23,Ran 2km today with my girl ’Ê_’_»’Ê_’À_’Ê_’ü“ @angelicaleigh_
3028,22,Ice skating with everyone tonight ___
3029,0,When @iamValC starts crying and then this song plays and he and @lzhernandez02 dance now I'm crying too. #DWTS #PureImagination
3030,23,Come support the Knights of Elderon as we compete for the dodgeball championship!
3031,13,I have been through 4 cars and my mom's nissan runs with out a problem. I think I'm going foreign this next year...
3032,13,being home alone means walking around with little to no clothing and yelling obscenities for fun.
3033,23,My momma always cooking something I don't eat ’Ê_’üê
3034,19,"@PatEllis4130 hey pat you work at a shop, I'm trying to get a 29"" single speed wheel for a big bike. Don't know where to look or what they $"
3035,20,"Walk by the bathroom and hear my brother, ""wtf why does my asshole burn"" ’Ê_’ü‚’Ê_’ü_"
3036,0,"Today, I saw a dude running while pushing a stroller with TWINS and a dog by his side. #likeaboss"
3037,20,Dinner and dancing at Sportsmen's Den highlight Downriver singles events http://t.co/i371O0fNBe
3038,5,And no Bejay don't eat all the BBQ you just cooked
3039,2,"I have a wii fitness age of 68, stayed tuned @mmorphew is up next..."
3040,2,Moh Miri said he'd date me if I were shorter so I guess it's time for me to cut my legs off. Goodbye basketball career _
3041,21,@peterkshultz the tour is gonna be so fun I'm taking u to Wall Street then WTC then we're gonna run the NYC marathon.
3042,14,Women hockey Olympians ahead of the game with @Rollergard skate guards | Eh Game - Yahoo Sports Canada http://t.co/UO1BSp8DQj
3043,23,Sledding on a cold winters day #snowsledding http://t.co/QJsiB4w1
3044,21,Running errands in the beautiful Cadillac Place. #Praise #Detroit @ Cadillac Place http://t.co/giZ3FlfArq
3045,18,Tim and Eric's Billion Dollar Movie ‰€“ See the trailer http://t.co/tIevWaOM   i am walking on pure sunshine right now
3046,18,"US, Chile Hold Joint Emergency Combat Casualty Exercise ‰€“åÊPentagon https://t.co/gNFMrkbDNb"
3047,20,I just can't wait to have my own place that's decorated how I want it. Cleaned how I want. And smells like fall candles ALWAYS.
3048,17,Khloe taking a nap now its time for mommy to cook nd clean
3049,1,"If you're going to keep running the tests before the compilation has finished, then you lose the right to... https://t.co/8AIGMZHVi1"
3050,18,Video: here is the newest juggalettes r us walk vlog! http://t.co/rlQOXhV1lb
3051,0,@sethaspencer cooking mama was my game god damn it!!!!!!!!! ______
3052,20,I will take yo main squeeze n have her running for the team!!
3053,3,"Workout of the Day, June 22, 2016\n\nOHS: 15 (#135/#95) \nBall Slam: 12 (#30/#20)\nRing Push-Up: 9\n4‰€_ https://t.co/A6ggRsyvkI"
3054,11,https://t.co/iAJNSO1kBr #retweetme #followme #listentothis #playme #madeinohio #travellife #inspiration #ambient #dubstep #studiolife #dance
3055,16,I wanna do a dodgeball team this year!
3056,3,Off work finna hop in the shower n go bowling
3057,18,Peace &amp; Love to Detroit Market Garden for allowing Yoganic Flow of offer free yoga classes there‰œŒ•üè We‰€_ https://t.co/3EwxCwTEID
3058,21,Fitness Services http://t.co/ALra326N3h
3059,17,why the fuck are Rutgers-Michigan football tickets $200
3060,19,"I'm tryna have a cleaning party , pre house warming party, so we can have a sweeties day the‰€_ https://t.co/n7oOnaaHwj"
3061,16,I have soccer practice later but I feel so sick right now. Priorities come first.. soccer should be fun.
3062,17,Sometimes making a new mess is more fun than cleaning up an ol... More for Sagittarius http://t.co/5s3237Kjl6
3063,11,Bro i think i just first hand witnessed somebody getting they bike stolen ’Ê_’üê’Ê_’ü_’Ê_’ü‚
3064,4,"Gorgeous 4 spacious bedroom, 2 bathroom home on the West side of #Detroit. There is a playground across the http://t.co/Nh62WNdL"
3065,8,I have 100 jet skis.
3066,15,"You wake up anticipating a day of fun, but you can't just run ... More for Pisces https://t.co/98Hcl1ropJ"
3067,16,"New artwork for sale! - ""Cycling Bike "" - http://t.co/oaFFdpXxyy @fineartamerica http://t.co/aK3fyGVb7Y"
3068,16,everyone's got time for walk ins today. come swing through for some fun new piece.
3069,5,I'm still irritated and I want something to punch. I need a punching bag if planet fitness had those I would be there everyday.
3070,5,I didn't get a home cooked meal but https://t.co/Iu5FISoJjM
3071,2,Had a dance off with a professional stepper tonight and I held my own. Guess you can say I'm doing pretty good
3072,21,Cooking https://t.co/mjLXpEuer0
3073,16,Such a rainy lazy feeling day. I hate waiting for the dealer to call on my car repair. #sleepy
3074,15,How you expect to run my city and you can't even jog.
3075,21,Store weights or food in the center compartment of this float while alerting boat traffic to your location. http://t.co/4cCi9OJA
3076,3,I bet if Feiler were here he'd walked me home or to the gas station.
3077,22,Chris Humphries in an article in Mens Fitness magazine http://t.co/NSANTcaX
3078,10,I'm earning #mPOINTS Rewards in #Nexercise for working out - @GooglePlay. http://t.co/mwyNeCCSCn
3079,1,"@DAVIDprice14 7 innings down, 2 to go!!! ’Ê_’_è’Ê_’À_ Omg I can't wait to walk &amp; play with that cutely lil pooch. ’Ê_’¡_ #VoteAstro"
3080,16,Tragedy walking to school: a student was struck and killed on the way to school by another student near Dakota Hi.\nhttps://t.co/pnXzeyz6LX
3081,12,"My heart is heavy, we have lost a great hockey coach and a person who touched so many of us. RIP Coach Mason  #GoGreen"
3082,22,I really need to find a running buddy to train for a half marathon with me ’Ê_’ü©
3083,12,"I'm at Bally Total Fitness (20701 E 8 Mile Rd, Harper, St. Clair Shores). http://4sq.com/a67aq9"
3084,22,@jMEET01 @eeurekka hell yeah he stopped by today and we had a beer and chilled watching football!
3085,16,Rocky just ran my followers up on the Gram ’Ê_’_Œ’Ê_’À_
3086,13,Although you could sail through the day with a smile on your f... More for Leo http://t.co/euM0FEsNhq
3087,19,Lol you literally have to kayak to class at Wayne state because they won't cancel classes
3088,12,@GirlsWithAbs @MaximMag @Playboy Sneak Peek of last nights shoot! #sexy #fitness #model #love http://t.co/tW3FeK2m
3089,7,"@tpr122369 I'm in bed, Kelsey is watching netflix in the living room, and grandpa is cleaning whatever he can find."
3090,18,Just completed a 1.07 mi walk with @RunKeeper. Check it out! http://t.co/tM5ZYUmbqV #RunKeeper
3091,22,I'm not even into football and I'm extremely disappointed this season
3092,23,I've been running around doing things all day i feel like a super mom!
3093,4,@demeralda @RalstonReports \nEven better was the story of the guy who wanted to build a replica trashed White House across from...
3094,12,@fevenTadesse @JoeyWrightPhoto Gorgeous!!! You still AT THE GYM! lol
3095,2,Back up and running real soon!!!! #shoutout to my homie profit for letting me use some of his‰€_ https://t.co/Uoi8p5XvtW
3096,16,Friends! Let's get hammered for my bday tonight! Make plans with me. I wanna make plans with you!
3097,19,Get your yoga on at @atwaterbeer and then enjoy a cold one! #namaste https://t.co/VzBEBkIo1f https://t.co/PRqTRLIkl9
3098,14,Sharing for our sister Plant in Troy! https://t.co/rXDgEBkdwm
3099,0,"#NowPlaying ""Diamonds Dancing"" by Drake, Future in @TIDALHiFi https://t.co/gqBxJIyf1p"
3100,12,A healthier diet and a more disciplined exercise plan usually ... More for Libra https://t.co/KpX290G7yo
3101,22,@Keegan_Haines cycling with like the really thin wheels? My uncle used to do cross country cycling and he said it was intense. But I do want
3102,23,"Duck Dynasty Si just said, ""it's like NASCAR or figure skating, people only watch it for the falls!"""
3103,13,@MikeAndMike @Espngreeny @espngolic A Snickers bar is an essential for every round of golf
3104,1,There's a girl at my gym who always shows up to the same classes I do so I think we're rivals. She's also in a lot better shape than me
3105,23,#fitness #athlete #fitnessfreak #bootcamp #gymlife #coach #fitnesscoach #personaltrainer #exercise‰€_ http://t.co/E1zgCtGorY
3106,14,"There's a chance you could die today when your PT says ""I'm going to hit the gym first so I'll see you around 10:45."" ’Ê_’üŸ’Ê_’üŸ’Ê_’_»’Ê_’ÀÈ’Ê_’±_’Ê_’ÀÈ’Ê_’À‹’Ê_’À_"
3107,1,vintage original ship in harbor painting by snugsnuggery http://t.co/87qnA22e via @Etsy
3108,16,#NP - J.Cole Work Out ( :
3109,7,@ChaoticHedgie *he ignore you as he keep walking bleeding*
3110,6,"@GRob_1 @t_hard10 @Trey_Burke3 Michigan basketball is going to be number 1, if they beat Wisconsin #UMBasketball #doit #elite #deserveit"
3111,9,@LambeLisa Happy St Paddy's Day lil lamb! I have 2 (Irish Dance) performances today. Wish me luck!
3112,4,Brand New! $1.00 off Scrubbing Bubbles Toilet Cleaning http://t.co/POBW88wDcg
3113,12,And I forgot I have to leave earlier then normal because it takes me longer to walk to class #crippledproblems
3114,18,Who's down to go mountain biking? ’Ê_’_µ
3115,18,Ran a mile and a half walked a mile and a half. Forgot how much I love running! I missed it http://t.co/dZ5bIOLqc1
3116,21,In other news my roommate is baking pumpkin spice cupcakes and I will never be skinny!!!!!
3117,5,Hand worked construction #monastery #oltenia #olt #Romania #wood #woodwork #craft #handmade #religious‰€_ http://t.co/mJjX2tp2ln
3118,3,#WeOwnTheCentral  I love Detroit baseball
3119,4,Finally getting out of the house for the IT party. need me some @mikeservito dance floor action
3120,4,@kennnedy__ BEST POOL PARTY &amp; BLOCK PARTY TO END YOUR SUMMER WITH !\n\n_VIDEO_\nhttp://t.co/5sgmChg38G\n\n_FLYER_\nhttp://t.co/y1jRE6AS7F
3121,19,The weekend produce update is here!\n\nWhat are you cooking this weekend?\nClick here to get inspired!!... http://t.co/V3OO7xVuoc
3122,18,Work is done. Now at pool with kids while Des takes a break. 85 & sunny with puffy white clouds. Picture perfect day.
3123,12,Early mornin kayaking time with @lilykoss makes for a full heart. ’Ê_’_£’Ê_’_…
3124,19,I just checked in at State Farm with #mPLUSPlaces Download today!  https://t.co/xNR1foUKi2
3125,20,Painted something https://t.co/tgpT6yTRmQ
3126,20,"""Aka you looked freaking gorgeous because you always look gorgeous and she's just jealous because she walks like the Hunchback of Notre Dam"""
3127,15,Early morning coffee run @ Roasting Plant Detroit https://t.co/0ZouwDpZvm
3128,20,"Baby, you trying to get drunk and build a snowman?"
3129,4,"Few things worse than being 6'5 and walking into a bathroom where the tall urinal is out of service.  Gross, but sink is my next best play."
3130,17,I smell like I just walked out of a Lush store... or my bathroom :)
3131,21,I wanna hit up birch run soon.
3132,13,@BarackObama hi and good morning I have a tenant that's trying to move. I saw her and she told me that I'm jumping to conclusions
3133,22,"@makayla_rendon ""just gonna hike my pants up so you can't tell I have a crop top on"""
3134,1,@TheNickHawk very nice bike Nick!
3135,15,@c_lynn34 nice to see you are practicing for our dance squad #wegonnadothis
3136,18,Stopped at the outlets on my way up north to buy my little brother a swim suit. It cost 10$ but I spent 300. I have a poop emoji pillow now
3137,16,just got off Tango w/Keke &amp;Kayle‰™´
3138,3,"If you run and tell people what other people tweet, you're what's wrong with the world today, lol ‰œ‹’Ê_’À_"
3139,0,"Stonewall Pumpkin Festival (@ Rochester Hills Museum at Van Hoosen Farm in Rochester Hills, MI) https://t.co/eKdMHHpxH4"
3140,18,Then spin class
3141,20,When the snowflakes falling outside are dancing to the classical music you are listening to. https://t.co/PCebzx1RoN
3142,0,Kansas is number 4 in the nation but in 5th in the Big 12. Big 12 basketball is no joke this year
3143,18,Hot yoga is the best thing I've ever done for myself
3144,17,I know I shouldn't have laid down after this workout but...
3145,23,Finally diving into the new Arcade Fire album. 6 songs in and this album sounds amazing. Very excited for the rest of it.
3146,16,I love running into my girl crush @merrillissexy ___
3147,1,"I'm going to fill out an application for the new Mercedes plant in Atlanta.  If I get, there's going to be a problem in my life. A big one."
3148,0,MF ‰_ê•üèboiii // choreo: blpi_84 ‰œ¬‰_Á•üè’Ê_’_Ç @ Michelle's Academy of Dance &amp; Performing Arts Center (MADPAC) https://t.co/RicUoR7RP5
3149,13,Obtained these cool Pantone paint swatches from Lowes. It's close... is Creativibe Tender Shoots or Oasis? #Pantone http://t.co/kKMGBonUP8
3150,13,"HURRY HURRY LIMITED TIME ONLY! ""FALL INTO FITNESS NOW"" 20% OFF HALLOWEEN  SALE TODAY ON MY‰€_ https://t.co/B8WEYfhKc2"
3151,16,"#TweetMyJobs #Hospitality #Job alert: EXECUTIVE CHEF / MONROE, MI | Compass Group USA | #Monroe, MI http://t.co/mUoSuyhe44 #Jobs #Hiring"
3152,15,Connor Cook to the Lions
3153,14,Setting a steady pace while doing chores today offers you the ... More for Scorpio http://t.co/iG2SzE7iJI
3154,4,Omg this guy dressed as zorro was so adorable i told him i didnt wanna dance with him anymore and he tipped his hat and kissed my hand.
3155,23,"Can't cook today, have too much work to do... (@ Palm Palace) http://t.co/Hjyk4UqL"
3156,22,"Peek into America‰€™s top exclusive golf clubs, with initiation fees ranging from $250,000 to a whopping $500,000! http://t.co/43d7lInvhb"
3157,19,A4 All my heros at the @aiayaf my fellow YARDS All too humble to realize their impact on my career. They paint the bigger picture!  #aiachat
3158,1,@leilaibi : He may do it. I said The Donald was a shoe in the day he said he would run. But that shoe could still end up in my mouth
3159,2,You know a thing is really hard for some people can be so easy and natural to others? That thing for me is running.
3160,13,I'm excited to dance the night away with my baby :) ya!!
3161,5,Something tells me a late night Dunkin Donuts run should be happening.
3162,0,@FreepMarathon looking to finish my first ever half marathon.
3163,17,@BaisdenLive that's exactly what I think. Zimmerman brought his martial arts game and Trayvon street beat Zimmerman.
3164,15,"Got my old laptop to work, First time really jumping back on to Twitter... to find @MiraIcy Still logged in. Decided not to be a dick."
3165,0,Ò@AZoltowski: Luckily I play football so I don't judge cheerleaders and don't really pay attention to them.Ó lucky you
3166,18,"If the only way you can take a person down is by ""jumping"" them then damn your all bitches. I hope that threat wasnt supposed to scare me..."
3167,2,"You can be the captain and I will draw the charts, sailing into destiny, closer to the heart. #rush4evah"
3168,21,Did you know that you could make a workout bench out of duct tape? \nGymnstractions! http://t.co/IDJRlyXdB7
3169,19,"EVERY SINGLE FOOTBALL ANNOUNCER SHOULD HAVE TO TAKE A TEST TO CONFIRM THEY UNDERSTAND THIS, RIGHT NOW WE'RE BATTING .000"
3170,14,I ain't never ran from nothin but the police..
3171,0,"@robgreeneII I think thats because HRC is running on trump is unqualified not his postions(both of them!), and Trump can only win"
3172,3,Have a lot too do this weeknd....too much.....after that goin bowling......yayy
3173,3,Holly comes from behind to hip Brandon in Flint Metro League wrestling. https://t.co/wMKg1ASU4f https://t.co/X0XRmOjbXM
3174,18,Motown Throwdown 2010!  So much frisbee! http://lokuu.com/p/2297
3175,2,Rodney D &amp; Rick Flair teaching ballroom &amp; hustle Lessons right‰€_ https://t.co/e8b0v9mr3F
3176,11,Ran into oomf and it ruined my day __.
3177,2,"Rounds Cook - #DesMoines , IA (https://t.co/x8Eu3mrkMZ) Get Chef Jobs #Chef #jobs #job #GetAllJobs"
3178,2,GP North girls soccer 4 vs Cousino 0 FINAL
3179,7,"You are still juggling a variety of scenarios, so it's nearly ... More for Gemini http://t.co/ZWaxAha4sf"
3180,14,In case you missed it: New Story: Skyline High School Girls Varsity Soccer falls to Saline Area Schools 3-1 https://t.co/W6YoBqr285
3181,14,"Surprisingly, your confidence is running on overdrive today, p... More for Cancer https://t.co/Icmea0pYo9"
3182,23,So depressing our baseball team sucks
3183,21,I'm just so tired of fighting with the oldest every time it's time to do her chores...
3184,0,"I'm at BE NICE Yoga (Detroit, MI) http://t.co/9RvgZ1swmg"
3185,18,"My daddy singing every word ""give me the controller it's football time___""____"
3186,21,Praying for Taylor Janssen a fellow ski racer and Wolverine. Believing in nothing less than a miracle. #JanssenStrong\nhttp://t.co/ty907TLGBQ
3187,23,Photo: Refer a friend and get a FREE Boot Camp or Group Training - it‰€™s that simple. http://t.co/oD3NLDawLg (at... http://t.co/fNOfIakavJ
3188,2,Green you did good!  Great game!  Lots of basketball left....
3189,7,Walked the streets of plainwell with Seth til 3 am playing Pokemon Go. I'd say a pretty successful night’Ê_’ü‚
3190,2,And just like that some of the best seniors that have walked through LOHS start to leave us tomorrow it's up to us to continue the legacy
3191,2,"Workout of the Day, October 15,åÊ2015 https://t.co/ChUpJadoQD https://t.co/fyBEIMjRIV"
3192,18,"A-fordable Plumbing &amp; Mechanical, Inc. Auburn Hills, MI Save $25 http://t.co/blb9U3DYQQ AuburnHills Licensed Plumbing Contractors #coupon"
3193,22,"@sjs5567 congrats to John, but I thought he was wrestling not boxing’Ê_’±ç’Ê_’±è’Ê_’_»"
3194,20,Went to Lucky Strike Arcade and got enough tickets for a Star Trek Pez collection. Score.
3195,20,Ever seen a school principal dressed as the Cat in the Hat do rooftop yoga? Now you have. You're welcome. http://t.co/Z5bMejOzok
3196,1,Everyone is jumping into cold water lmao
3197,0,I want to go on a cute date like looking at the stars or walking along the river or something ugh ’Ê_’_„’Ê_’ü©
3198,14,"Dance Instructor - #Arlington , NY (https://t.co/6VrOPcaO3G) #Dance #jobs #job #GetAllJobs"
3199,14,You have a lot of chores to finish today and your responsible ... More for Aries http://t.co/Xrzz68MIGG
3200,0,Post #yoga and ready for sleeps at 7pm.. This time change will be the death of me. #oldfart http://t.co/q3KDykTlUM
3201,17,Fuck planet fitness &amp; their tanning beds.
3202,11,13 mile run!
3203,2,"Yeaaaaaaaaaaaa,Bowling wit Fam......Boom"
3204,17,Yoga this semester&gt;
3205,23,Just cooked a wet ass steak
3206,2,I wanna make a ice cream run
3207,4,"All I Do Is Work, Workout, Church, Read, Write, And Remain Focused. Getting That Degree"
3208,2,.....my goal is to build a life I don't need a vacation from.
3209,0,@RobGronkowski please don't score anymore just tell tom to throw to someone else I'm rly not trying to lose this week in fantasy football ’Ê_’ü”
3210,22,@LindseyStamey nice!!! thanks for the scoop. i live walking distance away. gotta come see y'all's spot asap! so much new stuff here!
3211,4,DETROIT BASKETBALL
3212,23,Nice night for a run! Thanks Chris Sweney and Angela Larson! #June100 http://t.co/QU9JshQQ4u
3213,21,The No-Equipment Arm Workout You Can Do ANYWHERE - SELF http://t.co/aVTo62tGDP
3214,9,And then Justin Upton hurt himself running out a double. #OOTP17
3215,23,"Sooo excited to be a member at Life Time Fitness. Can't believe I didn't sign up sooner @dreadrac get ready, I'm obsessed! ’Ê_’_»’Ê_’_»"
3216,0,Baller commuter polishes basketball skills during massive Silicon Valley traffic jam: SAN FRANCISCO ‰€” Highway... https://t.co/FRRyaNKPy0
3217,1,My costume sucks for the dance but who really cares now’Ê_’ü‘
3218,17,we all carve our place into time &amp; space ’Ê_’_‹ https://t.co/dzG0pfLCpm
3219,1,The plan only works if you do! (@ Elite personal fitness) http://t.co/Ps59QzSNd8
3220,20,12 hour shift almost over fuck this plant I'm out
3221,1,I just ousted mark w. as the mayor of Planet Fitness - FH on @foursquare! http://4sq.com/4HnfsQ
3222,1,"Congrats to @mlcallej02 for his first W as JV coach at Fraser! He is ""the best"" #go ramblers #husky alumni coaching!"
3223,2,"Okay, seriously ... @ChambersBayGolf may be the coolest new @usopengolf venue I've seen in a *very* long time. Gorgeous layout. #golf"
3224,4,"I wanna build a mega bed,"
3225,0,"Victor Martinez has planted one in the left field seats. Home run No. 26, Tigers up 3-0"
3226,1,Real love is easy to stay for and harder to walk or even crawl away from . #GottaHaveFaith#FeelThatBurn#NoPoliticsNeeded
3227,23,This little cutie wanted to work out with me :) #kitty #juni #furbaby https://t.co/tIvLHUUlin
3228,5,Holy shit someone new walk into my life right this second
3229,23,I'm baking too!!\nRequest for these #Pecan #CutiePies’Ê_’_‹ https://t.co/xI5by3WZfv
3230,4,"@nicole_lynne7. no ideaaaaa! i just saw something that said. ""keep calm &amp; date a baseball player"" &amp; i was like, crap we forget to add that t"
3231,21,"""No One Knows What It Means, But It‰€™s Provocative, It Gets The People Going"" Ice Skating is a Sport ’Ê_’ü_#FamilyVideoGold"
3232,0,"@trying2getpregz yes. Bc I have the ""swayback"" type of scoliosis, and carried 3 children. Wasn't fun."
3233,11,I can't wait until we open our pool ’Ê_’üÅ
3234,20,"I'm at North Hill Marathon (Rochester, MI) http://t.co/kUn5VEx2"
3235,22,"I'm at Pigeon Skate (17534 9 mile, TUSCANY, Eastpointe) [pic]: http://t.co/ozHXEKhh"
3236,22,"My momma asked me how to crip walk, idk y cuz I don't mess with no crabs, that's a no no"
3237,13,There's also nothing like hit your head really hard on the corner of a shelf right when you're getting ready to walk out the door for work!!
3238,20,"Son mad af, his uncle ran outa gatorade ’Ê_’ü‚"
3239,5,Time to start trimming away. https://t.co/5i4CNyGdVs
3240,22,Dad and brother fishing #fishing #florida http://t.co/0Nf0eWFoYr
3241,3,#Detroit carved Old English D Wooden Pub Style https://t.co/7uZB8m8pAY via @Etsy
3242,16,Putting more work in on #Dope #Deck.  Paint is up next. https://t.co/9jSFvhWpXM
3243,1,http://t.co/4X7nZmZPPW #crossfit #countryspiritcrossfi @ Country Spirit CrossFit http://t.co/ara0KJk3Ie
3244,21,Someone who goes to a country club scoop me and let's swim
3245,2,"Man, my shoulders are killing me. #yoga #weak #sore"
3246,17,@abortmeplz sounds like rybacks who wrestling career
3247,2,What if Walter and Jesse cooked weed would that shit be crazy or what
3248,23,How come I didn't get a job at Planet Fitness. Y'all missing out on a hard worker. :(
3249,11,Working Moms On The Run http://t.co/3mbXExEwmH
3250,14,Wish @gtothenegy was around cause all I want to do is lay around &amp; watch Netflix and hockey with my boo _
3251,4,First game tomorrow for my coed volleyball team. This is going to be a hoot.
3252,17,I wanna go swimming
3253,2,When i walk in class without the homework. http://t.co/TYKqj4WzOk
3254,5,When you can hear people skateboarding outside your window at one in the morning
3255,5,My best girl ... 20 years in the running! #ladyjane #bff https://t.co/nS5GmDgdI2
3256,18,Seein my mom and Jeff plant flowers together #family
3257,19,Temple Run 2 is the shit. &gt;&gt;
3258,8,Headed to the gym! 1st day back on the DPS clock today! Hope it is a good one! No good comments on Columbiana!
3259,20,Last video shots for the day & this project. Tomorrow we shoot The Amazing Race. (@ Treetops Golf And Ski Resort) http://t.co/jfNzCv3r
3260,17,this is how ot carve a pumpkin https://t.co/bCVS4F1P3X
3261,3,WITH THAT SAID I WILL ASK THIS AGAIN WHICH ONE U KIDS RATHER PLAY FLAG FOOTBALL OR TACKLE FOOTBALL??
3262,19,Can't wait to go home and cook...I'm so hungry and I haven't ate all day’Ê_’ü©
3263,7,"LMAO BRUH.. GETCHO FAG ASS OFF MY SHIT, CAN'T EVEN SPELL BUT U WANNA SIT UP HERE &amp; SAY I CAN'T CONSTRUCT A SENTENCE.@sadiesantanaxxx"
3264,0,"Idc anymore about prom, dances, or any of that bs that comes along with senior year. Gimme my diploma and I'll be on my way _"
3265,11,just walked 2.0 mi in 51 mins and burned 248 calories. Total burned so far: 18099 calories! on 4/18/12 at 6:52 AM #cardiotrainer
3266,9,"Step onto yoga mat, begin again. Repeat. Daily. #yogaeveryday #yogamadesimple #namaste‰€_ https://t.co/rq9u5mMqZf"
3267,20,My secret sex tape consists of 30 minutes of me trying to get back on the floaty I fell off of in the pool.
3268,4,Im such a geek!! I bowled awesome tonight - 224!!!
3269,23,https://t.co/4X7nZmZPPW \n#crossfit \n#countryspiritcrossfit \n#fitness \n#healthyliving‰€_ https://t.co/xTGBlNhcPR
3270,1,Good bye dance recital  2010.
3271,4,My 26 birthday party  flawlesstara @ Fantasy Fitness Studio http://t.co/STYE0mywhs
3272,17,Freshly mowed tee lines ’Ê_’_À’Ê_’_±’Ê_’_À #willowcreekmi #puremichigan #golf #drivingrange #fore @ Willow Creek‰€_ https://t.co/5Ddps3Lbgo
3273,14,Good Morning ’Ê_’_»’Ê_’À_ ( ’Ê_’__ @sino313  ’Ê_’À‹’Ê_’À_ @glennlott ) @ Powerhouse Gym Southfield https://t.co/C0whlnkDWc
3274,23,completed his food and exercise diary for 6/21/2016 and was under his calorie goal #myfitnesspal
3275,23,Haha me and my mom went on a walk and got stuck under a tree for 5 minutes because it started pouring! #ridiculous
3276,3,I'm off this patron cleaned up my brothers house now I'm sleepy goodnight
3277,14,http://t.co/sPSxpWSvfY dance your ass off
3278,22,I'm so down to go sledding right now
3279,21,Is it wierd that i feel a lot better after working out :)
3280,1,You guys Michigan Football is so good...
3281,10,50% Off Laser Tag Packages with Arcade Tokens and Pizza http://t.co/qqXYYK5mAL
3282,12,Abby said she wanted to dress like me today to school So I chose yoga pants a sweater and a bun with my cheetah headband #shessocute
3283,23,#tot to Guatemla when the little man climbed the 20 foot basketball hoop and I tried to copy him... I‰€_ https://t.co/bAXFrcECwk
3284,10,@BrianHedger hockey does that also no? I remember watching that when the Wings won the cup in 1997
3285,0,@WhaddupCzarina lol what do you just have to know how to swim? andmy body isnt ready for such a job ;o
3286,1,Haha! Got the hubby to do #21DayFix with me. Look at his after workout hair lol http://t.co/ip0GHy1Pci
